id,text,anger,fear,joy,sadness,surprise
eng_train_track_a_01380,"To top it all off, my back started to sieze up, possibly due to compensation habits and stress worrying about the issue.",0,1,0,1,0
eng_train_track_a_00252,Telling me I'm going to hell.,1,1,0,1,0
eng_train_track_a_01846,A knock on the door and my heart litarely stopped for a good three seconds.,0,1,0,0,1
eng_train_track_a_01213,"She staggered backwards, hit her head hard enough on the wall to leave a dent, and slumped down.",0,1,0,1,1
eng_train_track_a_00986,"All I know, is I need to get my head on straight before the tears begin to slowly pool over the corner of my eye once again.",0,1,0,1,0
eng_train_track_a_00540,my lungs and chest have hurt for 6 days straight.,0,1,0,1,0
eng_train_track_a_00272,"The part my grandfather said was broken and would lead to his doom, was broken.",0,1,0,1,1
eng_train_track_a_00912,"As I turned to walk out of the alley, a pair of brass knuckles crushed into the side of my face.",1,1,0,0,1
eng_train_track_a_01522,"I had a difficult time reaching the target HR, even in the lowest gear, but I still got a really nice burn in my legs.",0,0,1,0,0
eng_train_track_a_01368,Silence echoed in my head.,0,1,0,1,0
eng_train_track_a_00283,"I feel my head hurting, and the next thing I know school's over, I'm in the front of it with him and Traci, and he's pointing a finger at me and sort-of-yelling-sort-of-talking, and saying `` You faker! ''",1,1,0,1,1
eng_train_track_a_01885,When something caught my eye.,0,0,0,0,1
eng_train_track_a_01053,""" I thought she was going to throw her coffee at me.",1,1,0,0,1
eng_train_track_a_00382,I put my hands over my face and went back into my room.,0,1,0,1,0
eng_train_track_a_00607,"My heart, it was finally home.",0,0,1,0,0
eng_train_track_a_01929,"It made an odd 'thap' noise, you know...",0,1,0,0,1
eng_train_track_a_00779,"my head aches, my stomach isn't too happy, my whole body hurts.",0,1,0,1,0
eng_train_track_a_01167,"Needless to say, the plant died from her residual evil.",1,0,0,0,1
eng_train_track_a_00559,My heart sank.,0,0,0,1,0
eng_train_track_a_01277,"As soon as I came out of the loo to wash my hands, a girl stepped out of the loo next to mine, followed by an horrendous smell.",0,1,0,0,0
eng_train_track_a_01314,Quite the opposite-total sloth/stoner/drunk.,0,0,0,0,1
eng_train_track_a_00592,She was an ugly and weird girl.,1,0,0,0,0
eng_train_track_a_02446,She looked bisexual dammit!,1,0,0,0,1
eng_train_track_a_00659,"' ( today ) So the story of my grandparents ' illness continues... I'm scorching my tongue on coffee, and my head on looking at the screen.",0,1,0,1,0
eng_train_track_a_00019,"Not only was I not able to move, I smacked my head against the guy sitting in front me and things just got awkward.",1,1,0,0,0
eng_train_track_a_02659,You should've just slit open my veins and let the romance bleed away when you had the chance.,1,0,0,1,0
eng_train_track_a_00894,After reading the top comment about the person's mom and her friend... maybe she isn't telling me something.,0,1,0,0,1
eng_train_track_a_01988,And you'll have just married psycho ex.,1,1,0,0,0
eng_train_track_a_02737,It looks like dark smelly applesauce.,0,1,0,0,1
eng_train_track_a_00857,"So, with my sporting boyfriend, we went for a few hours of under the sun getting splash in my eyes with water.",0,0,1,0,0
eng_train_track_a_02272,"Tears started to stroll down my cheeks, as I threw my face into my hands.",0,1,0,1,0
eng_train_track_a_01474,And the turbulence and near-death experiences.I hurt my neck again too.,0,1,0,1,0
eng_train_track_a_02627,My brain still is not figuring it out so I am just standing there waiting for my body to cooperate with me.,0,1,0,0,0
eng_train_track_a_00549,i had dirt all over my face which was different... I guess but it was cool!,0,0,1,0,0
eng_train_track_a_02746,Later when we got home she saw all her presents on the kitchen table.,0,0,1,0,1
eng_train_track_a_01109,"&lt;3 Hopefully we'll meet in person eventually, but we live 9000 miles apart and neither of us have much money.",0,1,1,1,0
eng_train_track_a_00270,They immediately started shooting meth and heroin.,1,1,0,1,1
eng_train_track_a_02684,I wiped the tears from my eyes and took a deep breath calming down slightly.,0,0,0,1,0
eng_train_track_a_00058,Break my heart a thousand times and I realized that sometimes it really still hurts...,0,0,0,1,0
eng_train_track_a_01295,A former boxing coach for the Soviet Union.,0,0,0,0,1
eng_train_track_a_01423,) is going to die tonight.,0,1,0,1,1
eng_train_track_a_00992,My parents were confused.,0,1,0,1,1
eng_train_track_a_00867,When I was little I distinctly remember being able to see with my eyes closed.,0,1,1,0,1
eng_train_track_a_01632,Second Event was with a crazy!,1,1,0,0,1
eng_train_track_a_00830,she started hallucinating and thrashing around in the bathroom stall at one point.,0,1,0,1,1
eng_train_track_a_02752,Just before my Garmin watch went `` beep beep '' I could officially feel my fingers.,0,0,1,0,0
eng_train_track_a_02172,It smells divine-citrus and sandalwood-and helps me fool myself into thinking that my hands aren't aging badly.,0,0,1,1,0
eng_train_track_a_00134,We are earths last hope against extinction.,0,1,0,1,1
eng_train_track_a_02616,"so after more than six months ( Ok, a year ) of pain in my hip, I finally started to try and get a diagnosis.",0,1,0,1,0
eng_train_track_a_00616,"My head throbbed with every word that was spoken and while I had ignored it, it was getting to be too much.",0,1,0,1,0
eng_train_track_a_01099,I remember sitting on the curb putting it to my ear and listening to the music.,0,0,1,0,0
eng_train_track_a_01223,"It was probably about 21:00, either way it had already gone very dark (was possibly winter time).",0,1,0,0,0
eng_train_track_a_00226,I fell asleep with visions of 5 grand dancing in my head.,0,0,1,0,0
eng_train_track_a_02474,"My grandmother fell very ill this past summer, and ended up suffering from encephalitis, which, in layman's terms, ate her brain away until she died.",0,1,0,1,0
eng_train_track_a_02092,I've been having kind of a really rough week and I'm so glad that some of my pals have my back.,0,0,1,1,0
eng_train_track_a_00064,"I did manage to remember to hang out the washing, but only because the annoying beeping sound the washer makes when its finished a cycle finally filtered into my brain and started to irritate me enough that I couldn't ignore it any longer.",1,1,0,0,0
eng_train_track_a_02407,There were many police there and interviewing the mom.,0,1,0,1,0
eng_train_track_a_02738,"Sad, and creepy huh?",0,1,0,1,1
eng_train_track_a_02206,"One day in high school, my mom corners me in my room holding up this small white thing.",0,1,0,0,1
eng_train_track_a_01271,"), and I've imagined an entire life for him, his family, and his friends.",0,0,1,0,0
eng_train_track_a_01341,Guys are trying to get in your pants.,1,1,0,0,0
eng_train_track_a_00633,"I saw that, too.",0,0,0,0,1
eng_train_track_a_02005,"Sitting around a few years ago with about 5 friends at my best friends house, i'm watching someone play ps2 and i notice a hand reach out from between the t.v.",0,1,0,0,1
eng_train_track_a_00991,"During my first season, I was playing a game on my birthday.",0,0,1,0,0
eng_train_track_a_02106,"Finally facing life responsibilities again, but my head still was on vacation.",0,1,0,0,0
eng_train_track_a_01739,Driving around neighborhoods in the middle of the night on very little sleep everything gets to be a bit surreal.,0,1,0,0,1
eng_train_track_a_01224,"While we were swimming, I went out where it was almost to my shoulders.",0,1,1,0,0
eng_train_track_a_01504,"The trouble seeps Into my head In my body, I'm caught.",0,1,0,1,0
eng_train_track_a_01621,"please, help me keep the smiles on my face even though this is too much for me to handle and bare, I know my heart trust you... so much.",0,1,0,1,0
eng_train_track_a_00427,"Several bees had managed to penetrate right through the gloves, but I know there must have been more since I think I must have put my hands right into the top of the nest.I tried some vinegar to ease the pain: no luck.",0,1,0,0,0
eng_train_track_a_01299,"I stirred the surface of the water with my hand; my face wiped away, only to reform when the mirror settled down again.",0,1,0,0,1
eng_train_track_a_00344,This shrapnel bomb shattered the pieces of plastic into my face and legs.,1,1,0,1,1
eng_train_track_a_01351,"I always had my nose in a book when I was younger, and when I moved up here I lost interest.",0,0,0,1,0
eng_train_track_a_02030,All of a sudden we were standing on the street corner waiting for the light to change so we could cross.,0,0,0,0,1
eng_train_track_a_01101,This one has haunted me for years...,0,1,0,1,1
eng_train_track_a_02564,"Almost straight up, cannot tell how high, I saw this weird rainbow.",0,0,1,0,1
eng_train_track_a_02691,"My eyes drank in the wild landscapes, like I'd discovered a new land.",0,0,1,0,0
eng_train_track_a_01094,"Being a `` part-time vampire '', hanging by my toes during the morning hours during vacation, I spent a few hours that early morning loading stuff.",0,0,1,0,0
eng_train_track_a_01331,i oblige and he says something about how i have fluid in my lungs and i need to cough it all out.,0,1,0,0,0
eng_train_track_a_00147,as i go to take the hook out of my 4th fish... it shakes and embeds the hook in my hand.,1,1,0,1,1
eng_train_track_a_00215,"I pull the trigger, feel the recoil in my hand along with the professionally, almost muted sound and watch him shudder and then go limp against me.",1,1,0,1,0
eng_train_track_a_02197,It just felt wrong.,1,1,0,1,0
eng_train_track_a_01945,That one was probably the weirdest.,0,0,0,0,1
eng_train_track_a_00381,"It wasn't easy, I told myself; I was running short of breaths and I believed my face was red and then pale ( or was it the other way round? )",0,1,0,1,0
eng_train_track_a_02251,Listen as she tells you she doesn't want to date you.,1,1,0,1,1
eng_train_track_a_00818,"My eyebrows raise as I smile, ` Ready for the second shot?",0,0,1,0,0
eng_train_track_a_00534,I had a dream one night of a golden-haired child.,0,0,1,0,1
eng_train_track_a_01899,"One particular experience I had at a place called ""Hernando's Bridge"", however, still scares me to this day.",0,1,0,0,1
eng_train_track_a_00072,"The Redmond Cycling Club that organizes this event, had made-to-order coldcut sandwiches and -- be still my heart -- ice-cold cans of Coca-Cola at the final aid station.",0,0,1,0,0
eng_train_track_a_01527,I don't know why I've been obsessing about this.,0,1,0,1,0
eng_train_track_a_01539,"My body is bruised, my leg is cut, and my ego is tarnished!",1,1,0,1,0
eng_train_track_a_01465,"Kinda freaky, but it never struck me deep.",0,1,0,1,1
eng_train_track_a_00774,But then it got so hot I opened it and welcomed the cold spray on my face.,0,0,1,0,1
eng_train_track_a_00067,"But occasionally, my nerves still do get the best of me, and I start to flop around in the breathless panic of a fish pulled out of water and tossed onto the floor to die helplessly.",0,1,0,0,0
eng_train_track_a_01808,"I abruptly ""woke up"" again out of sleep-paralysis in a state of crazy shock.",0,1,0,0,1
eng_train_track_a_02365,"A couple of years ago, I decided to go with my then girlfriend to my cities biggest music store.",0,0,1,0,0
eng_train_track_a_01353,"At this point, everything goes quiet.",0,1,0,0,1
eng_train_track_a_01124,"The front page caught my eye; on it was a lengthy list of medical conditions, some five hundred or so altogether.",0,1,0,0,1
eng_train_track_a_00262,"There were dozens of us, crying, screaming, or in shock.",0,1,0,1,1
eng_train_track_a_02205,Now i'm stuck with a Class D Felony for Distribution of Marijuana... fucking sucks man..,1,1,0,1,0
eng_train_track_a_01649,I go fucking ballistic.,1,1,0,0,0
eng_train_track_a_00811,I grinned looking at the saddened Ceres from the corner of my eye.,0,0,1,0,0
eng_train_track_a_01840,She had jet black hair and was only about five feet tall.,0,0,0,0,1
eng_train_track_a_02472,It looked so unreal.,0,1,0,0,1
eng_train_track_a_01500,"Moved into a new office, and being an internet company, it was important The internet worked..",0,1,1,0,0
eng_train_track_a_02427,it breaks my heart though that someone could be that selfish to make their dog live in so much pain and suffering.,1,1,0,1,0
eng_train_track_a_01560,Murder is the better word.,1,1,0,1,1
eng_train_track_a_01955,Scared me shitless each time it happened.,0,1,0,0,1
eng_train_track_a_01870,I didn't hesitate to leap to my feet.,0,0,1,0,0
eng_train_track_a_01445,People curse at and even hit him.,1,1,0,1,0
eng_train_track_a_02392,"Its most famous picture is Picasso's Guernica, inspired by the civil war Spain was enduring.It has a selection of amazing Surrealist works by Dali and a number by Joan Miro, some of which were laughably simplistic to my eyes and a selection of art from the 1940s to present in its permanent collection.For its temporary exhibitions it had one on digital art and new media.My favourite works were the series of ` mirrors ' by Daniel Rozin from Israel.",0,0,1,0,0
eng_train_track_a_00294,"To this day, we're still not too sure of where it came from.",0,1,0,0,1
eng_train_track_a_00286,I felt him press his face to my hair and start to whisper soothing things at me but I still couldn't hear anything but the pounding of my heart.,0,1,0,0,0
eng_train_track_a_02456,"Well she's not gon na last the whole song like that, so since I'm behind her and the audience can't see below my torso pretty much, I use my hand to push down on the lid and support her weight.",0,0,1,0,0
eng_train_track_a_01355,I said sure thing.,0,0,1,0,0
eng_train_track_a_01043,His stepdad is practically his real dad.,0,0,1,0,0
eng_train_track_a_00661,I had my eye on the fabric for months.,0,0,1,0,0
eng_train_track_a_02093,"Anyway, a dream glitch?",0,1,0,0,1
eng_train_track_a_00404,I was taken away and never saw him get up.,0,1,0,1,0
eng_train_track_a_00839,"After getting all warm, I went and got my nails done.",0,0,1,0,0
eng_train_track_a_02424,What is even more interesting is that I know exactly how I got this definition.,0,0,1,0,1
eng_train_track_a_00526,"And through all this, she smiled and was positive and still views it as a perfect day.",0,0,1,0,0
eng_train_track_a_00750,"Bella, I'm so happy that you're home. I smiled as tears slid down my cheeks.",0,0,1,0,0
eng_train_track_a_01958,""" and look in my rear view mirror.",0,1,0,0,0
eng_train_track_a_00386,Whatever was stuffing up my head yesterday moved into my chest.,0,1,0,1,0
eng_train_track_a_00248,First college room mate ever.,0,0,1,0,1
eng_train_track_a_01815,"I chuckled, holding my hands up, and sat down in my comfy swivel chair.",0,0,1,0,0
eng_train_track_a_01832,Before I knew it I was on my hands and knees and someone close to me let out a terrible grunt at the same time.,0,1,0,0,0
eng_train_track_a_02666,"One day not only did they have one, but it was old, yellowed, an a little dusty.",0,0,0,0,1
eng_train_track_a_00309,The line went dead.,0,1,0,1,1
eng_train_track_a_00573,"We paid $269 for our standby tickets, and one first-class seat was about $11,000.",1,0,0,0,1
eng_train_track_a_00169,My back is jacked up again.,1,1,0,1,0
eng_train_track_a_01209,My parents blame me.,1,1,0,1,0
eng_train_track_a_00522,"As I lay in grief, my stomach, a deep bottomless pit, wrestles for food.",0,1,0,1,0
eng_train_track_a_00709,it splatterd HOT cleaning product everywhere and that burnt my arm and left a mark...,1,1,0,1,0
eng_train_track_a_01661,I thought she was stuck-up and nerdy.,1,0,0,0,0
eng_train_track_a_00758,I was eating at an Ethiopian cafe the other day.,0,0,1,0,0
eng_train_track_a_02657,My ex was a pathological liar - he lied about everything.,1,0,0,1,0
eng_train_track_a_00089,It was as if everything was silent for just a second.,0,1,0,0,1
eng_train_track_a_01395,She was unhappily employed stripping at the time.,1,1,0,1,0
eng_train_track_a_00932,"So they decided to throw me a ""90s McDonalds"" Birthday party.",0,0,1,0,1
eng_train_track_a_01137,"I whirl around, of course, and see nothing.",0,1,0,0,1
eng_train_track_a_00116,"i hate the idea of not making progress, it breaks my heart to see time being wasted away, standing still-i hate the idea that i can not see the world.",1,1,0,1,0
eng_train_track_a_01478,I'm positive that we'll never be able to communicate with them in their language.,0,1,0,1,1
eng_train_track_a_01492,"I got the results back on the 11th, and my doctor said that she did not find anything wrong with my spine or back bone.",0,0,1,0,0
eng_train_track_a_00045,It was one of the most spiritual moments of my life.,0,0,1,0,1
eng_train_track_a_01482,"It was several years later that I realized that I had probably narrowly avoided being molested, kidnapped, or worse.",0,1,0,1,1
eng_train_track_a_01105,"My hand seemed to tremble more as I took the frail hand offered to me, feeling the protruding veins under my thumb.",0,1,0,1,0
eng_train_track_a_00047,"As I started to jog easily to the starting line, my leg felt a little stiff and my shin was hurting a bit.",0,1,0,1,0
eng_train_track_a_02026,"Just as the priest asks if there is any objections, a huge booming thunder rolls out, sounding like a cannon in the church.",0,1,0,0,1
eng_train_track_a_02209,"There was the shock of all my teeth on the bottom being pushed so out of whack I needed oral surgery and oh year, my jaw was broken.",1,1,0,1,1
eng_train_track_a_00645,That same ragged breath.,0,1,0,1,0
eng_train_track_a_00113,"She was rude to our photographer, she was rude to a few guests, and to us.",1,0,0,0,0
eng_train_track_a_01969,"A tear bubbled at the corner of my eye, and then slowly caressed my cheek.",0,0,0,1,0
eng_train_track_a_01150,My venomous snake story is less awesome but the end result is the same:,0,1,0,0,0
eng_train_track_a_01772,I was turning roasting vegetables that were too close to the hot ring at the oven top and fried my knuckle in the process.,1,1,0,0,0
eng_train_track_a_00737,"Can't beat OP, but my life is the epitome of awkward.",0,1,1,1,0
eng_train_track_a_02313,"I never felt very ""spiritual"".",0,0,0,1,0
eng_train_track_a_01871,Those memories still trigger terror sweats.,0,1,0,0,0
eng_train_track_a_01188,"Being insensitive and ignorant like that is completely uncalled for and that just made me sick.Even more, there are a couple people that get under my skin a bit.",1,0,0,1,0
eng_train_track_a_00218,I was completely dumbstruck.,0,0,0,0,1
eng_train_track_a_02593,"Like, practice in the morning until all my eye bags come out and my eyes become smaller.",0,1,0,1,0
eng_train_track_a_02403,He never took out the garbage.,1,0,0,1,0
eng_train_track_a_02157,"Jeff got in the tub with me at some point and was also rubbing my back and such, as most of my labor was in my lower back.",0,1,0,1,0
eng_train_track_a_02215,It was a tempting trap and my greed forced me to fall for it and I burnt my hands there.,1,1,0,0,0
eng_train_track_a_01730,Fucking freaked me out...never found out where the hell that coat fell from,1,1,0,0,1
eng_train_track_a_02341,i do nt know man this shits rattling my brain.,0,1,0,0,0
eng_train_track_a_02435,"Another fun fact was that the dance floor was all sand, which got between my toes, and there were about 5 million flies buzzing around.",0,1,0,1,0
eng_train_track_a_02768,"`` I'm fine, '' Amanda said forcefully, shrugging off her hand.",1,0,0,0,0
eng_train_track_a_01518,"I had my hand on the side of my face when I was drawing, and then I moved it and was like ` OH MY GOD I 'M BLEEDING OUT MY EARS AHHHHH!",0,1,0,0,1
eng_train_track_a_02010,"The issue was, when we were smoking it, it felt sharp and acrid and terrible.",1,1,0,1,1
eng_train_track_a_00494,"I can see you, I can see you, I can see you.",0,1,0,0,1
eng_train_track_a_01393,We hit off immediately and became friends.,0,0,1,0,0
eng_train_track_a_00784,"Well, since everyone is giving their lovely stories...",0,0,1,0,0
eng_train_track_a_01637,Entire room goes silent.,0,1,0,0,1
eng_train_track_a_02196,I know this pain.,0,1,0,1,0
eng_train_track_a_02008,"So was yesterday, and I was surprised I was able to wear my Coach's without freezing my toes off!",0,0,1,0,1
eng_train_track_a_02252,"He had a pilot's license, he had all the gear, everything.",0,0,1,0,1
eng_train_track_a_01046,And found myself giggling that every day at the same time (3:15) Jesus would sign into the guest register.,0,0,1,0,1
eng_train_track_a_01276,"Nothing in his bed, not on his pillow, not on the bed, not on any doorhandles...nothing.",0,1,0,1,1
eng_train_track_a_00251,It was mutually beneficial.,0,0,1,0,0
eng_train_track_a_02529,"After that it went downhill with me feeling like I was going to throw up, my throat hurting like hell and my head punding.",0,1,0,1,0
eng_train_track_a_01461,"See, I saw the movie trailer first, and it looked interesting, ( and, yes, I do have a bit of a crush on Pattinson ) and in my head I made up my own story.",0,0,1,0,0
eng_train_track_a_01310,"Ah, to close my eyes and let time fly by, Because there's so much to gain By forgetting these dreams driving me insane.",0,1,0,1,0
eng_train_track_a_00244,For dessert and coffee we went to another cafe down the street.,0,0,1,0,0
eng_train_track_a_02239,I somehow managed to snap back on a shot and cut my finger pretty bad.,0,1,0,1,0
eng_train_track_a_01127,"(yikes, no pun intended--on either count)",0,1,1,0,1
eng_train_track_a_01963,"Despite my literal and non-literal `` growing up '' in another place, I had always felt a claim to Calgary, a belonging that wound deep through my bones.",0,0,1,0,0
eng_train_track_a_02440,But it's a very strange feeling.,0,1,0,0,1
eng_train_track_a_01580,He could not explain.,0,1,0,1,1
eng_train_track_a_00783,One season they were really nasty and management seemed to not care when we brought it to their attention.,1,0,0,1,0
eng_train_track_a_02503,Life readings obviously defective.,1,1,0,0,0
eng_train_track_a_01796,"He got the location, car make/model/year/color correct, manner of impact, impacting vehicle, everything correct.",0,0,1,0,1
eng_train_track_a_02180,He's telling a little kid a joke.,0,0,1,0,0
eng_train_track_a_01028,Then my hand that had the red figure opened of it's own accord and shot out a red ball of light.,0,0,0,0,1
eng_train_track_a_00671,I will probably die never knowing more of him.,0,1,0,1,0
eng_train_track_a_00937,"She hit Katahdin, and celebrated.",1,0,1,0,0
eng_train_track_a_01365,"-one roommate never showered, end of the year garbage bags of trash were taken out from her suite.",1,0,0,0,1
eng_train_track_a_02193,Completely lost my mind.,1,1,0,1,1
eng_train_track_a_00302,They were extremely close.,0,0,1,0,0
eng_train_track_a_01858,He was so close.,0,1,0,1,1
eng_train_track_a_02043,rage.. violence... threats until I leave the house... then she bounces back... goes dancing and has sex with a stranger and tells me about it.,1,1,0,1,1
eng_train_track_a_02096,ugh so today i found out that some people have been talking shit abou tme behind my back.,1,1,0,1,1
eng_train_track_a_01681,My eyes start closing and my body starts aching all over.,0,1,0,1,0
eng_train_track_a_01384,He had 4 inches and 40 pounds on me and I still won.,0,0,1,0,1
eng_train_track_a_01064,"the new apples of my eye, as promised.",0,0,1,0,0
eng_train_track_a_01183,"Man, I was wrong.",0,0,0,1,1
eng_train_track_a_01182,p / s: iloveyou guys from the bottom until the top of my heart.,0,0,1,0,0
eng_train_track_a_02527,I watched out of the corner of my eye as this man began to come up on my side of the car.,0,1,0,0,1
eng_train_track_a_00558,I've never gone back there.,0,1,0,1,0
eng_train_track_a_01596,' That infuriated me so much as I was frazzled out of my head so much already.,1,1,0,1,0
eng_train_track_a_02599,"I finally managed to sit up on my hands and knees, and glaring up at her.",1,0,0,0,0
eng_train_track_a_01803,"Strange, cause usually I'm the first one to bitch about the cold, but anyway... So Cafe Frangelica at home with a bit of milk so I can drink it without burning my mouth and a dah of sugar.",0,0,1,0,0
eng_train_track_a_00174,You know the ones?,0,0,0,0,1
eng_train_track_a_01008,it got so bad that in the car on the way home i had to put the air on full blast and put my head down in the car to try to keep it cool so it didn't ich so much.,0,1,0,1,0
eng_train_track_a_00498,"2 minutes later, I hear sobbing coming from the toilet.",0,1,0,1,0
eng_train_track_a_00417,there are just 2 small parts that stick out in my head and make me so happy.,0,0,1,0,0
eng_train_track_a_00020,I didn't see any light yet it still seemed to glow.,0,1,0,0,1
eng_train_track_a_00466,"He saw blood and said,  ""Mommy!",0,1,0,1,1
eng_train_track_a_01001,The later guests were all drunk - really drunk - but they were all close friends of me.,0,0,1,0,0
eng_train_track_a_00421,I was horribly mistaken.,0,1,0,1,1
eng_train_track_a_01807,"like seriously, alot can not understand and im slow at registering words in my brain during that time, so yeah.",0,1,0,1,0
eng_train_track_a_01575,This made matters worse.,1,1,0,1,0
eng_train_track_a_02605,I tried to do some heavy OHS with my back saying `` no '' to that.,0,1,0,0,0
eng_train_track_a_01071,* fuzzy stuff here * Someone was plucking my eyebrows in one of the dressing rooms and I was so upset because they were too thin.,1,0,0,1,0
eng_train_track_a_01272,I remember Pirate Percy.,0,0,1,1,0
eng_train_track_a_01532,"Have i just made my first ""ghost poo""?",0,1,1,0,1
eng_train_track_a_01768,Now I can't wait to get my hands on all that wall space!!!,0,0,1,0,0
eng_train_track_a_02065,Charlie was so crazy!,0,0,1,0,1
eng_train_track_a_01104,She refused to go to the doctor.,0,1,0,1,0
eng_train_track_a_01851,"I needed to come out of a parking lot on the side of the highway and then pull the car up to a high speed so as not to have an accident/annoy highway drivers, so I was pretty nervously sitting there, waiting for the right opportunity.",0,1,0,0,0
eng_train_track_a_00823,"Went to my favorite bar, I'd told everyone I was going to be there during the week before and no-one turned up.",1,0,0,1,1
eng_train_track_a_01619,I began to feel the all-too-familiar feeling that I my heart was being ripped from my chest.,0,1,0,1,0
eng_train_track_a_01636,THEN fall in love.,0,0,1,0,1
eng_train_track_a_01197,"By Sharlyn Guthrie From the sea fate called to me, harmless ` round my ankles danced.",0,0,1,0,0
eng_train_track_a_00981,"Not the most unnerving feeling, but the most prominent event in my mind is as follows:",0,1,0,0,1
eng_train_track_a_00453,pounding my fists and screaming to a god that is not there; it's sad there had to be a battle sad i had to loose.,1,1,0,1,0
eng_train_track_a_01982,"I woke up this morning with my arms, back and sides in that lovely workout pain that soothes me so.",0,0,1,0,0
eng_train_track_a_00256,"amused So yeah, I broke my nose playing `` flag '' football yesterday.",0,0,0,1,0
eng_train_track_a_02181,Intestines were dangling from my neck and stomach acid was burning my eyes.,1,1,0,1,0
eng_train_track_a_02410,Her mother is bouncing up and down with excitement.,0,0,1,0,0
eng_train_track_a_01633,"And my mind drifts away, I close my eyes, it's like I'm almost there.",0,0,1,0,0
eng_train_track_a_00332,"My skin blossomed in red blisters from the tape and from the places where the sheet was wrinkled against me -- such a Princess and the Pea thing, I know, but fascinating to the medical staff, who declared me to have `` bizarrely soft skin. ''",0,1,0,1,0
eng_train_track_a_00550,"Exactly a year ago i remember sitting at home on my laptop, talking to adam and whoever else, it wasnt quit as cold as it has been lately and i remember having a huge smile on my face.",0,0,1,1,0
eng_train_track_a_00879,"Amber, on the other hand, was missing a boyfriend.",0,0,0,1,0
eng_train_track_a_01559,"A close friend set me up on a double date with her, her boyfriend, and the boyfriend's friend on Valentine's Day.",0,1,1,0,1
eng_train_track_a_02494,This is where the story gets CREEPY.,0,1,0,0,1
eng_train_track_a_01667,We were going to reach seventy.,0,0,0,0,1
eng_train_track_a_00156,First day of school.,0,1,1,0,0
eng_train_track_a_02101,Well one time he actually fell asleep (foot still on gas pedal) and I was actually steering the truck for a few good miles.,0,1,0,0,1
eng_train_track_a_02733,"Thats right,  this iPhone had been lying on train tracks, in broad daylight, for 6 months, and it still worked flawlessly.",0,0,1,0,1
eng_train_track_a_01735,"It's eyes were on the front of it's head, not the side.",0,0,0,0,1
eng_train_track_a_00259,"I'm very very pale, and any bandages like that stick out like a dark brown blemish.",0,1,0,1,0
eng_train_track_a_02567,"Kidnapping, Assault, Vandalism and Arson I guess.",1,1,0,0,1
eng_train_track_a_00675,"She laughs, because she's so very nervous.",0,1,1,0,0
eng_train_track_a_00048,"i asked if anyone else just saw that and right on queue my best friend says ""that hand just reach out of the entertainment center?",0,1,0,0,1
eng_train_track_a_00575,"i later figured out from the doctor that even though my arm was broken, i was impailed by something metal off the other drivers car and was told that i wasn't going to make it.",1,1,0,1,1
eng_train_track_a_02328,"I messed up my shoulder pretty well, and damn near broke several fingers.",1,1,0,1,0
eng_train_track_a_00167,she was very wrong.,1,0,0,0,0
eng_train_track_a_01821,"Anyway, during a festival miles and miles from home, I hear someone call out to a girl walking by ""Rain!",0,0,1,0,1
eng_train_track_a_01258,"I then started to cry again, with a doll in my arms.",0,0,0,1,0
eng_train_track_a_01741,The exact same guy.,0,0,0,0,1
eng_train_track_a_02714,I threw it onto the ground and cut my hand with it.,1,1,0,0,0
eng_train_track_a_00295,"They fit the intended recipient, but are entirely too big for my feet.",0,0,0,1,0
eng_train_track_a_02676,Their dad got home just a tad bit early and barged into the room because he heard the moaning.,1,1,0,0,1
eng_train_track_a_02464,"I was petrified, he looked really calm.",0,1,0,0,1
eng_train_track_a_02190,I was so wrapping up in the boy in my arms.,0,0,1,0,0
eng_train_track_a_02651,I also noticed that last year my back was killing me and I was popping Ibuprofen all night.,0,1,0,1,0
eng_train_track_a_00397,*** It was 11:45 pm when my cell phone buzzed in my pocket and my eyes fluttered open.,0,0,0,0,1
eng_train_track_a_00723,We had recently transferred G to his own bedroom and crib from a cradle that was still in the master bedroom.,0,0,1,0,0
eng_train_track_a_02641,"It expresses what I feel in my soul, what I hear in my head, and what I see when I shut my eyes in silence.",0,0,1,0,0
eng_train_track_a_01100,"I smashed my face with the box I was carrying, busted my lip and got blood all over my face, broke my glasses ( again! )",1,1,0,1,1
eng_train_track_a_00865,"i just cracked my head into a glass door.A delivery person, instead of calling me and saying `` I've got a package. ''",1,1,0,0,0
eng_train_track_a_01323,"With an infant, stroller and backup, I had my hands full and I needed time to do things.",0,1,0,0,0
eng_train_track_a_00322,"My ankles were cuffed together, and then pulled over my head and secured to the bottom of the fence as well, catching my heels in the chain link fence.",1,1,0,1,0
eng_train_track_a_01805,I wanted to strip the life from my legs.,1,1,0,1,0
eng_train_track_a_01921,"The stranger is left speechless, confused, and strangely proud.",0,1,1,0,1
eng_train_track_a_02060,Just got back from the dentist a little while ago and I am not a happy camper: ( The Novocaine hasn't even worn completely off yet and my jaw is throbbing.,1,1,0,1,0
eng_train_track_a_00807,"But alas the humidity ruined it for us both after only 2 songs > > sigh < < Still I basically had one obvious wet spot the entire shift, which I didn't bother to do anything about other than flash to the entire club from stage by doing the splits on my back about 10 times over the course of the day.",0,0,1,1,0
eng_train_track_a_01108,"So when I am quiet, crying, angry... or my attitude just seems... different, let me close my eyes... and let me dream...",1,1,0,1,0
eng_train_track_a_00146,"Don't walk away, I'm talking to you, there's bruises on my face.",1,1,0,1,0
